ID,Country,area_km2
CR280212,Brazil,"2965"
CR280213,Brazil,"2957"
CR280214,Brazil,"2950"
CR280215,Brazil,"2942"
CR280216,Brazil,"2934"
CR280217,Brazil,"2926"
CR280218,Brazil,"2918"
CR280219,Brazil,"2829"
CR280220,Brazil,"2659"
CR280221,Brazil,"1527"
CR280222,Brazil,"240"
CR281186,Brazil,"85"
CR281187,Brazil,"2902"
CR281188,Brazil,"3071"
CR281189,Brazil,"3069"
CR281190,Brazil,"3067"
CR281191,Brazil,"3065"
CR281192,Brazil,"3062"
CR281193,Brazil,"3059"
CR281194,Brazil,"3056"
CR281195,Brazil,"3053"
CR281196,Brazil,"3050"
CR281197,Brazil,"3046"
CR281198,Brazil,"3042"
CR281199,Brazil,"3038"
CR281200,Brazil,"3034"
CR281201,Brazil,"3029"
CR281202,Brazil,"3025"
CR281203,Brazil,"3020"
CR281204,Brazil,"3014"
CR281205,Brazil,"3009"
CR281206,Brazil,"3003"
CR281207,Brazil,"2997"
CR281208,Brazil,"2991"
CR281209,Brazil,"2985"
CR281210,Brazil,"2978"
CR281211,Brazil,"2972"
CR281212,Brazil,"2965"
CR281213,Brazil,"2957"
CR281214,Brazil,"2950"
CR281215,Brazil,"2942"
CR281216,Brazil,"2934"
CR281217,Brazil,"2276"
CR281218,Brazil,"1459"
CR281219,Brazil,"1455"
CR281220,Brazil,"403"
CR282187,Brazil,"1451"
CR282188,Brazil,"3071"
CR282189,Brazil,"2898"
CR282190,Brazil,"3067"
CR282191,Brazil,"3065"
CR282192,Brazil,"3062"
CR282193,Brazil,"3059"
CR282194,Brazil,"3056"
CR282195,Brazil,"3053"
CR282196,Brazil,"3050"
CR282197,Brazil,"3046"
CR282198,Brazil,"3042"
CR282199,Brazil,"3038"
CR282200,Brazil,"3034"
CR282201,Brazil,"3029"
CR282202,Brazil,"3025"
CR282203,Brazil,"3020"
CR282204,Brazil,"3014"
CR282205,Brazil,"3009"
CR282206,Brazil,"3003"
CR282207,Brazil,"2997"
CR282208,Brazil,"2742"
CR282209,Brazil,"2902"
CR282210,Brazil,"2813"
CR282211,Brazil,"2972"
CR282212,Brazil,"2965"
CR282213,Brazil,"2875"
CR282214,Brazil,"2131"
CR282215,Brazil,"1716"
CR282216,Brazil,"1549"
CR283187,Brazil,"85"
CR283188,Brazil,"2388"
CR283189,Brazil,"3069"
CR283190,Brazil,"3067"
CR283191,Brazil,"3065"
CR283192,Brazil,"2977"
CR283193,Brazil,"3059"
CR283194,Brazil,"3056"
CR283195,Brazil,"3053"
CR283196,Brazil,"3050"
CR283197,Brazil,"3046"
CR283198,Brazil,"3042"
CR283199,Brazil,"3038"
CR283200,Brazil,"3034"
CR283201,Brazil,"3029"
CR283202,Brazil,"3025"
CR283203,Brazil,"3020"
CR283204,Brazil,"3014"
CR283205,Brazil,"3009"
CR283206,Brazil,"2086"
CR283207,Brazil,"583"
CR283208,Brazil,"166"
CR283209,Brazil,"83"
CR283212,Brazil,"329"
CR283213,Brazil,"164"
CR284188,Brazil,"512"
CR284189,Brazil,"2643"
CR284190,Brazil,"3067"
CR284191,Brazil,"3065"
CR284192,Brazil,"3062"
CR284193,Brazil,"3059"
CR284194,Brazil,"2972"
CR284195,Brazil,"3053"
CR284196,Brazil,"3050"
CR284197,Brazil,"3046"
CR284198,Brazil,"3042"
CR284199,Brazil,"3038"
CR284200,Brazil,"3034"
CR284201,Brazil,"3029"
CR284202,Brazil,"3025"
CR284203,Brazil,"3020"
CR284204,Brazil,"3014"
CR284205,Brazil,"3009"
CR284206,Brazil,"2003"
CR285189,Brazil,"511"
CR285190,Brazil,"2811"
CR285191,Brazil,"3065"
CR285192,Brazil,"3062"
CR285193,Brazil,"3059"
CR285194,Brazil,"3056"
CR285195,Brazil,"3053"
CR285196,Brazil,"3050"
CR285197,Brazil,"3046"
CR285198,Brazil,"3042"
CR285199,Brazil,"3038"
CR285200,Brazil,"3034"
CR285201,Brazil,"3029"
CR285202,Brazil,"3025"
CR285203,Brazil,"3020"
CR285204,Brazil,"2847"
CR285205,Brazil,"1254"
CR286190,Brazil,"1193"
CR286191,Brazil,"3065"
CR286192,Brazil,"3062"
CR286193,Brazil,"3059"
CR286194,Brazil,"3056"
CR286195,Brazil,"3053"
CR286196,Brazil,"3050"
CR286197,Brazil,"3046"
CR286198,Brazil,"3042"
CR286199,Brazil,"3038"
CR286200,Brazil,"3034"
CR286201,Brazil,"3029"
CR286202,Brazil,"3025"
CR286203,Brazil,"1510"
CR286204,Brazil,"168"
CR287190,Brazil,"170"
CR287191,Brazil,"2724"
CR287192,Brazil,"3062"
CR287193,Brazil,"2974"
CR287194,Brazil,"3056"
CR287195,Brazil,"3053"
CR287196,Brazil,"3050"
CR287197,Brazil,"3046"
CR287198,Brazil,"3042"
CR287199,Brazil,"3038"
CR287200,Brazil,"3034"
CR287201,Brazil,"2861"
CR287202,Brazil,"1093"
CR288191,Brazil,"2554"
CR288192,Brazil,"3062"
CR288193,Brazil,"3059"
CR288194,Brazil,"3056"
CR288195,Brazil,"3053"
CR288196,Brazil,"3050"
CR288197,Brazil,"3046"
CR288198,Brazil,"3042"
CR288199,Brazil,"3038"
CR288200,Brazil,"2950"
CR288201,Brazil,"1767"
CR289191,Brazil,"2469"
CR289192,Brazil,"3062"
CR289193,Brazil,"3059"
CR289194,Brazil,"3056"
CR289195,Brazil,"3053"
CR289196,Brazil,"3050"
CR289197,Brazil,"3046"
CR289198,Brazil,"3042"
CR289199,Brazil,"3038"
CR289200,Brazil,"1265"
CR290191,Brazil,"681"
CR290192,Brazil,"1871"
CR290193,Brazil,"2804"
CR290194,Brazil,"3056"
CR290195,Brazil,"3053"
CR290196,Brazil,"3050"
CR290197,Brazil,"3046"
CR290198,Brazil,"2451"
CR290199,Brazil,"760"
CR291194,Brazil,"424"
CR291195,Brazil,"1018"
CR291196,Brazil,"1017"
CR291197,Brazil,"508"
