"","ID","Scenario","npvfb","agb_hist","lp_hist","land_prices","carbon_prices","crv","crv_cp"
"627","CR261204","IDC3ZD",75.5471255639683,116.196776244554,411.564089020138,411.564089020138,116.196776244554,75.5471255639683,191.743901808522
"628","CR261205","IDC3",39.2854353844816,109.862879070942,411.564089020138,411.564089020138,109.862879070942,39.2854353844816,149.148314455424
"629","CR261205","IDC3NoFC",39.2854353844816,109.862879070942,411.564089020138,411.564089020138,109.862879070942,39.2854353844816,149.148314455424
"630","CR261205","IDC3ZD",39.2854353844816,109.862879070942,411.564089020138,411.564089020138,109.862879070942,39.2854353844816,149.148314455424
"631","CR261215","IDC3",151.816583056637,60.3816823978585,870.114353108115,870.114353108115,60.3816823978585,151.816583056637,212.198265454495
"632","CR261215","IDC3NoFC",151.816583056637,60.3816823978585,870.114353108115,870.114353108115,60.3816823978585,151.816583056637,212.198265454495
"633","CR261215","IDC3ZD",151.816583056637,60.3816823978585,870.114353108115,870.114353108115,60.3816823978585,151.816583056637,212.198265454495
"634","CR261217","IDC3",261.451034095603,41.6863843771681,870.114353108115,870.114353108115,41.6863843771681,261.451034095603,303.137418472771
"635","CR261217","IDC3NoFC",314.514389442057,41.6863843771681,870.114353108115,870.114353108115,41.6863843771681,314.514389442057,356.200773819225
"636","CR261217","IDC3ZD",261.451034095603,41.6863843771681,870.114353108115,870.114353108115,41.6863843771681,261.451034095603,303.137418472771
"637","CR261219","IDC3",45.0673261484326,54.2460122546194,1899.74967095272,1899.74967095272,54.2460122546194,45.0673261484326,99.313338403052
"638","CR261219","IDC3NoFC",46.7655688963643,54.2460122546194,1899.74967095272,1899.74967095272,54.2460122546194,46.7655688963643,101.011581150984
"639","CR261219","IDC3ZD",45.6757677156617,54.2460122546194,1899.74967095272,1899.74967095272,54.2460122546194,45.6757677156617,99.9217799702811
"640","CR261229","IDC3",33.9111349834871,375.183218746156,1940.9350836665,1940.9350836665,375.183218746156,33.9111349834871,409.094353729643
"641","CR261229","IDC3NoFC",33.9233782305956,375.183218746156,1940.9350836665,1940.9350836665,375.183218746156,33.9233782305956,409.106596976752
"642","CR261229","IDC3ZD",33.9111349834871,375.183218746156,1940.9350836665,1940.9350836665,375.183218746156,33.9111349834871,409.094353729643
"643","CR262205","IDC3",44.3223983345336,60.1216270870361,411.564089020138,411.564089020138,60.1216270870361,44.3223983345336,104.44402542157
