"","ID","Scenario","CRVl2_NPV","soyarea","Forarea","area_km2","soyperc","forperc"
"1324","CR270217","IDC3NoFC",1372.64297689427,2.34055555555556,0.0196221072160922,2926,0.799916457811195,1.96221072160922
"1325","CR270217","IDC3ZD",927.008372597804,2.48472222222222,0.0213943950786056,2926,0.849187362345257,2.13943950786056
"1326","CR271194","IDC3",3997.50396282015,107.668055555556,0.0605039267015707,3056,35.2316935718441,6.05039267015707
"1327","CR271194","IDC3NoFC",3997.5063682928,107.668055555556,0.0605039267015707,3056,35.2316935718441,6.05039267015707
"1328","CR271194","IDC3ZD",3550.60958006734,106.525833333333,0.0802110602094241,3056,34.8579297556719,8.02110602094242
"1329","CR271195","IDC3",4139.67667101712,46.6458333333333,0.0993449066491975,3053,15.2786876296539,9.93449066491975
"1330","CR271195","IDC3NoFC",4162.73173388532,46.6458333333333,0.110272682607272,3053,15.2786876296539,11.0272682607272
"1331","CR271195","IDC3ZD",2672.51095960707,46.6458333333333,0.192355879462823,3053,15.2786876296539,19.2355879462823
"1332","CR271196","IDC3",4017.87451314724,123.741111111111,0.133040983606557,3050,40.5708561020036,13.3040983606557
"1333","CR271196","IDC3NoFC",4017.87645521308,123.741111111111,0.133040983606557,3050,40.5708561020036,13.3040983606557
"1334","CR271196","IDC3ZD",2167.735571268,109.058888888889,0.265303278688525,3050,35.7570127504554,26.5303278688525
"1335","CR271197","IDC3",5334.32424389342,25.3730555555556,0.878447143795141,3046,8.32995914496243,87.8447143795141
"1336","CR271197","IDC3NoFC",5335.39823017968,25.3730555555556,0.878262475377544,3046,8.32995914496243,87.8262475377544
"1337","CR271197","IDC3ZD",3762.33432793872,7.77638888888889,0.962413821405121,3046,2.55298387685124,96.2413821405121
"1338","CR271198","IDC3",4018.59700897225,15.9705555555556,0.798833004602235,3042,5.25001826283878,79.8833004602235
"1339","CR271198","IDC3NoFC",4019.33867699738,15.9705555555556,0.798775476660092,3042,5.25001826283878,79.8775476660092
"1340","CR271198","IDC3ZD",2372.21441014442,12.9866666666667,0.855530900723208,3042,4.26912119219812,85.5530900723208
"1341","CR271199","IDC3",5901.85043688954,87.1533333333333,0.401534726793943,3038,28.6877331577792,40.1534726793943
"1342","CR271199","IDC3NoFC",5901.84980320455,87.1533333333333,0.401534726793943,3038,28.6877331577792,40.1534726793943
"1343","CR271199","IDC3ZD",3520.92090728297,57.7036111111111,0.604735845951283,3038,18.9939470411821,60.4735845951284
"1344","CR271200","IDC3",1598.67303559966,48.3936111111111,0.317835365853659,3034,15.9504321394565,31.7835365853659
"1345","CR271200","IDC3NoFC",1590.00762582504,48.3936111111111,0.318445121951219,3034,15.9504321394565,31.844512195122
"1346","CR271200","IDC3ZD",473.062598243604,47.9302777777778,0.437211601845748,3034,15.7977184501575,43.7211601845748
"1347","CR271203","IDC3",1427.67998618429,104.768888888889,0.0835347682119206,3020,34.691685062546,8.35347682119206
"1348","CR271203","IDC3NoFC",1415.79167053595,105.1725,0.0841266556291391,3020,34.8253311258278,8.41266556291391
"1349","CR271203","IDC3ZD",938.345652664551,98.4944444444444,0.144788907284768,3020,32.6140544518028,14.4788907284768
"1350","CR271204","IDC3",2691.33694463317,172.763055555556,0.127911413404114,3014,57.3201909607019,12.7911413404114
